fecha,letra,share_mujer
2009-03-01,D,.16179946
2009-03-01,E,.10525518
2009-03-01,F,.047246438
2009-03-01,G,.34749711
2009-03-01,H,.090099782
2009-03-01,I,.43544412
2009-03-01,J,.33662739
2009-03-01,K,.47238165
2009-03-01,L,.33948117
2009-03-01,M,.42478782
2009-03-01,N,.33539236
2009-03-01,O,.30308902
2009-03-01,P,.7395708
2009-03-01,Q,.73220444
2009-03-01,R,.396294
2009-03-01,S,.47025633
2009-03-01,U,.54190749
2009-03-01,Z,.24894515
2009-04-01,A,.11541284
2009-04-01,B,.085891142
2009-04-01,C,.1825619
2009-04-01,D,.1614463
2009-04-01,E,.10481428
2009-04-01,F,.047348943
2009-04-01,G,.34667844
2009-04-01,H,.089482941
2009-04-01,I,.4341884
2009-04-01,J,.33615157
2009-04-01,K,.4724265
2009-04-01,L,.3390854
2009-04-01,M,.42626512
2009-04-01,N,.33771953
2009-04-01,O,.30336353
2009-04-01,P,.7404089
2009-04-01,Q,.73248792
2009-04-01,R,.39629969
2009-04-01,S,.47224787
2009-04-01,U,.54889363
2009-04-01,Z,.25110132
2009-05-01,A,.10774717
2009-05-01,B,.086170606
2009-05-01,C,.18136616
2009-05-01,D,.16122024
2009-05-01,E,.10618512
2009-05-01,F,.047296125
2009-05-01,G,.34709814
2009-05-01,H,.08915849
2009-05-01,I,.4314698
2009-05-01,J,.33297148
2009-05-01,K,.47142899
2009-05-01,L,.33906442
2009-05-01,M,.43026859
2009-05-01,N,.33987159
2009-05-01,O,.30161771
2009-05-01,P,.73978788
2009-05-01,Q,.73233706
2009-05-01,R,.39589673
2009-05-01,S,.47242379
2009-05-01,U,.55113637
2009-05-01,Z,.23684211
2009-06-01,A,.1061811
2009-06-01,B,.086160138
2009-06-01,C,.18110844
2009-06-01,D,.16166805
2009-06-01,E,.10600434
2009-06-01,F,.047284883
2009-06-01,G,.34728175
2009-06-01,H,.089399338
2009-06-01,I,.43136275
2009-06-01,J,.33448792
2009-06-01,K,.47143817
2009-06-01,L,.33866206
2009-06-01,M,.4299733
2009-06-01,N,.33970743
2009-06-01,O,.30314529
2009-06-01,P,.73965108
2009-06-01,Q,.73221517
2009-06-01,R,.39723861
2009-06-01,S,.47244883
2009-06-01,U,.55046153
2009-06-01,Z,.2271167
2009-07-01,A,.10461503
2009-07-01,B,.086149678
2009-07-01,C,.18085073
2009-07-01,D,.16211586
2009-07-01,E,.10582356
2009-07-01,F,.04727364
2009-07-01,G,.34746534
2009-07-01,H,.089640178
2009-07-01,I,.43125567
2009-07-01,J,.33600438
2009-07-01,K,.47144732
2009-07-01,L,.3382597
2009-07-01,M,.42967802
2009-07-01,N,.33954325
2009-07-01,O,.3046729
2009-07-01,P,.73951423
2009-07-01,Q,.73209327
2009-07-01,R,.39858046
2009-07-01,S,.47247389
2009-07-01,U,.54978663
2009-07-01,Z,.2173913
2009-08-01,A,.10338821
2009-08-01,B,.086067848
2009-08-01,C,.1808725
2009-08-01,D,.16252865
2009-08-01,E,.10618273
2009-08-01,F,.047867652
2009-08-01,G,.34745103
2009-08-01,H,.089727163
2009-08-01,I,.43070641
2009-08-01,J,.33289585
2009-08-01,K,.47249579
2009-08-01,L,.33913052
2009-08-01,M,.43119842
2009-08-01,N,.33842081
2009-08-01,O,.30488393
2009-08-01,P,.73920083
2009-08-01,Q,.73214042
2009-08-01,R,.39839384
2009-08-01,S,.47323883
2009-08-01,U,.54886687
2009-08-01,Z,.22026432
2009-09-01,A,.10556677
2009-09-01,B,.085952848
2009-09-01,C,.18113315
2009-09-01,D,.16283385
2009-09-01,E,.10620149
2009-09-01,F,.048086405
2009-09-01,G,.34683001
2009-09-01,H,.08967603
2009-09-01,I,.43113422
2009-09-01,J,.33272788
2009-09-01,K,.47350216
2009-09-01,L,.33971915
2009-09-01,M,.43134421
2009-09-01,N,.33876368
2009-09-01,O,.30296588
2009-09-01,P,.7389757
2009-09-01,Q,.73224074
2009-09-01,R,.40029058
2009-09-01,S,.47412288
2009-09-01,U,.54989386
2009-09-01,Z,.22268908
2009-10-01,A,.11525923
2009-10-01,B,.085576385
2009-10-01,C,.18113598
2009-10-01,D,.1628724
2009-10-01,E,.10545787
2009-10-01,F,.047920723
2009-10-01,G,.34718984
2009-10-01,H,.090517998
