fecha,clae2,share_mujer
2007-06-01,13,.23926948
2007-06-01,14,.59844017
2007-06-01,15,.22039124
2007-06-01,16,.069682457
2007-06-01,17,.13272215
2007-06-01,18,.20011926
2007-06-01,19,.19816773
2007-06-01,20,.22934355
2007-06-01,21,.35684025
2007-06-01,22,.13197239
2007-06-01,23,.069956474
2007-06-01,24,.060384195
2007-06-01,25,.081895761
2007-06-01,26,.24681902
2007-06-01,27,.12093953
2007-06-01,28,.084065989
2007-06-01,29,.092368782
2007-06-01,30,.068684012
2007-06-01,31,.12328308
2007-06-01,32,.21957894
2007-06-01,33,.082688481
2007-06-01,35,.1616883
2007-06-01,36,.1868615
2007-06-01,37,.11918275
2007-06-01,38,.046328519
2007-06-01,39,.088888891
2007-06-01,41,.029582188
2007-06-01,42,.052311942
2007-06-01,43,.049978383
2007-06-01,45,.14238615
2007-06-01,46,.24109766
2007-06-01,47,.41776034
2007-06-01,49,.052940682
2007-06-01,50,.16328484
2007-06-01,51,.40748191
2007-06-01,52,.15480761
2007-06-01,53,.13172691
2007-06-01,55,.51965857
2007-06-01,56,.37205207
2007-06-01,58,.36508876
2007-06-01,59,.41617289
2007-06-01,60,.26594254
2007-06-01,61,.36572644
2007-06-01,62,.3155441
2007-06-01,63,.38929605
2007-06-01,64,.45171338
2007-06-01,65,.51464003
2007-06-01,66,.4915936
2007-06-01,68,.32476568
2007-06-01,69,.6602025
2007-06-01,70,.3445307
2007-06-01,71,.1369554
2007-06-01,72,.58374459
2007-06-01,73,.49766901
2007-06-01,74,.37203974
2007-06-01,75,.45095459
2007-06-01,77,.17584911
2007-06-01,78,.26600984
2007-06-01,79,.52435094
2007-06-01,80,.090459466
2007-06-01,81,.47318453
2007-06-01,82,.42762187
2007-06-01,84,.43327808
2007-06-01,85,.74014229
2007-06-01,86,.71393776
2007-06-01,87,.86533421
2007-06-01,88,.73086298
2007-06-01,90,.34549877
2007-06-01,91,.5812847
2007-06-01,92,.47712439
2007-06-01,93,.30758086
2007-06-01,94,.4838151
2007-06-01,95,.17166938
2007-06-01,96,.43589425
2007-06-01,99,.53157896
2007-06-01,999999,.30802602
2007-07-01,1,.097278781
2007-07-01,2,.043741878
2007-07-01,3,.14494629
2007-07-01,5,.03846154
2007-07-01,6,.17028947
2007-07-01,7,.079103284
2007-07-01,8,.069950737
2007-07-01,9,.055999238
2007-07-01,10,.18832493
2007-07-01,11,.14384615
2007-07-01,12,.19504021
2007-07-01,13,.23927881
2007-07-01,14,.59756762
2007-07-01,15,.21941057
2007-07-01,16,.070759431
2007-07-01,17,.13187407
2007-07-01,18,.19934593
2007-07-01,19,.19830866
2007-07-01,20,.23005654
2007-07-01,21,.35616526
2007-07-01,22,.13388893
2007-07-01,23,.069970146
2007-07-01,24,.06040252
2007-07-01,25,.07830406
2007-07-01,26,.24476898
2007-07-01,27,.12073702
2007-07-01,28,.08496096
2007-07-01,29,.09131854
2007-07-01,30,.070448607
2007-07-01,31,.12213668
2007-07-01,32,.22163214
2007-07-01,33,.089218937
2007-07-01,35,.16282317
2007-07-01,36,.18746783
2007-07-01,37,.12068965
2007-07-01,38,.047411919
2007-07-01,39,.14563107
2007-07-01,41,.030040404
2007-07-01,42,.052400518
2007-07-01,43,.051360261
2007-07-01,45,.14292364
2007-07-01,46,.24118385
2007-07-01,47,.418771
2007-07-01,49,.053630382
2007-07-01,50,.16301474
2007-07-01,51,.40073106
2007-07-01,52,.15433675
2007-07-01,53,.13135667
2007-07-01,55,.52401274
2007-07-01,56,.37564743
2007-07-01,58,.37021276
2007-07-01,59,.43141738
2007-07-01,60,.2665973
2007-07-01,61,.36552942
2007-07-01,62,.31478745
2007-07-01,63,.38693383
2007-07-01,64,.4511961
2007-07-01,65,.51505691
2007-07-01,66,.49307981
2007-07-01,68,.32607421
2007-07-01,69,.66081911
2007-07-01,70,.3448678
2007-07-01,71,.13780226
2007-07-01,72,.58620691
2007-07-01,73,.48310086
2007-07-01,74,.35340872
2007-07-01,75,.44723296
2007-07-01,77,.17355546
2007-07-01,78,.26306221
2007-07-01,79,.51733923
2007-07-01,80,.092056103
2007-07-01,81,.48188743
2007-07-01,82,.42586651
2007-07-01,84,.4266111
2007-07-01,85,.74160695
2007-07-01,86,.7140547
2007-07-01,87,.8693465
2007-07-01,88,.73262548
2007-07-01,90,.35927153
2007-07-01,91,.58631921
2007-07-01,92,.47957098
2007-07-01,93,.3166008
