fecha,zona_prov,share_mujer
2008-07-01,LA PAMPA,.2754702
2008-07-01,LA RIOJA,.24843043
2008-07-01,MENDOZA,.27216649
2008-07-01,MISIONES,.1922732
2008-07-01,NEUQUEN,.26162139
2008-07-01,RIO NEGRO,.31137958
2008-07-01,SALTA,.24359637
2008-07-01,SAN JUAN,.24045496
2008-07-01,SAN LUIS,.24920461
2008-07-01,SANTA CRUZ,.22361837
2008-07-01,SANTA FE,.27886438
2008-07-01,SANTIAGO DEL ESTERO,.26513389
2008-07-01,TIERRA DEL FUEGO,.29790923
2008-07-01,TUCUMAN,.23342125
2008-08-01,BUENOS AIRES,.30674294
2008-08-01,CAPITAL FEDERAL,.36895886
2008-08-01,CATAMARCA,.24939767
2008-08-01,CHACO,.22284476
2008-08-01,CHUBUT,.24982566
2008-08-01,CORDOBA,.30585939
2008-08-01,CORRIENTES,.19705735
2008-08-01,ENTRE RIOS,.26510334
2008-08-01,FORMOSA,.20080492
2008-08-01,JUJUY,.20719109
2008-08-01,LA PAMPA,.27624661
2008-08-01,LA RIOJA,.24842951
2008-08-01,MENDOZA,.27133015
2008-08-01,MISIONES,.19477804
2008-08-01,NEUQUEN,.26246727
2008-08-01,RIO NEGRO,.31303585
2008-08-01,SALTA,.24218874
2008-08-01,SAN JUAN,.23935296
2008-08-01,SAN LUIS,.2505683
2008-08-01,SANTA CRUZ,.22912858
2008-08-01,SANTA FE,.27884901
2008-08-01,SANTIAGO DEL ESTERO,.26792556
2008-08-01,TIERRA DEL FUEGO,.30299285
2008-08-01,TUCUMAN,.23963688
2008-09-01,BUENOS AIRES,.30672777
2008-09-01,CAPITAL FEDERAL,.36900544
2008-09-01,CATAMARCA,.25085101
2008-09-01,CHACO,.22218651
2008-09-01,CHUBUT,.2478168
2008-09-01,CORDOBA,.30756512
2008-09-01,CORRIENTES,.19843927
2008-09-01,ENTRE RIOS,.26635978
2008-09-01,FORMOSA,.20103408
2008-09-01,JUJUY,.20691782
2008-09-01,LA PAMPA,.27960113
2008-09-01,LA RIOJA,.2544769
2008-09-01,MENDOZA,.27220154
2008-09-01,MISIONES,.19496994
